שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ד,ו,ז,זך,זנ,ט,יש,כן,ל,ם,מחל,מרצ,נ,נץ,עם,ף,פה,צ,צף,ק,קך,קנ,קץ,רק,שס
תלמים,814,10,387,275,5,270,6,28,12,0,0,0,0.0,1,0,11,0,4,2,71,1,0,3,1,0,4,0,0,0,0,0,0,0,126
זבדיאל,815,10,303,241,5,236,0,22,22,0,0,0,0.0,0,0,1,0,3,23,93,1,0,4,0,0,0,0,0,0,0,1,0,0,66
זנוח,816,10,285,208,1,207,3,5,10,1,0,0,0.0,1,0,2,0,7,10,100,4,1,1,0,0,0,1,0,0,0,1,0,2,58
עזריקם,817,10,584,418,2,416,38,8,10,0,0,0,0.0,1,0,13,1,14,20,265,1,1,5,0,0,0,0,0,0,0,4,0,3,32
זרחיה,818,10,317,237,0,237,1,63,13,0,0,0,0.0,0,0,0,0,5,1,79,0,3,8,0,0,0,0,0,0,0,0,1,0,63
אביגדור,819,10,427,342,4,338,131,7,0,0,0,0,0.0,0,0,82,0,3,7,56,39,1,2,0,0,0,0,0,0,0,9,0,1,0
חלץ,820,10,373,256,5,251,29,23,4,0,0,0,0.0,1,0,4,0,0,11,116,3,0,2,0,0,0,1,0,0,0,0,0,0,57
אחוזם,821,10,298,213,2,211,1,17,2,0,0,0,0.0,0,0,1,0,5,3,128,0,2,1,0,0,0,0,0,0,0,1,0,0,50
מטע,822,10,314,205,1,204,49,12,3,0,3,0,0.0,0,0,12,1,4,2,82,16,1,1,0,0,0,0,0,0,0,6,0,3,9
בר גיורא,823,10,263,197,2,195,14,2,1,0,2,0,0.0,2,0,14,0,7,6,105,9,0,7,0,0,1,0,0,0,0,4,0,3,18
כוכב מיכאל,824,10,461,311,0,311,121,2,0,0,0,0,0.0,0,0,60,0,7,7,68,35,2,0,0,0,0,0,0,0,0,4,0,3,2
נס הרים,825,10,374,256,4,252,33,17,1,0,0,0,0.0,2,0,11,0,5,4,146,4,0,2,0,0,0,0,0,0,0,3,0,1,23
עוזה,826,10,415,300,1,299,1,68,36,0,0,0,0.0,2,0,1,0,1,1,64,0,0,2,0,0,0,0,0,0,0,0,0,1,122
נווה מבטח,827,10,402,271,0,271,85,2,2,0,0,1,0.0,0,0,58,0,4,3,71,38,1,0,0,0,0,0,0,0,0,3,0,2,1
ישרש,828,10,443,351,9,342,28,20,1,0,0,0,0.0,1,0,16,0,8,18,194,11,1,0,0,0,22,0,0,0,0,4,0,1,17
מבטחים,829,10,302,183,1,182,28,5,0,0,0,0,0.0,0,0,7,0,3,1,100,1,1,2,0,0,0,0,0,0,0,0,0,1,33
ירוחם,831,10,589,432,4,428,4,39,177,0,0,0,0.0,0,0,3,3,16,17,38,3,1,0,3,0,0,0,0,0,1,2,1,0,120
ירוחם,831,20,610,373,13,360,13,11,37,0,0,0,0.0,1,1,6,6,34,30,110,11,1,2,4,1,0,0,0,0,1,4,1,1,85
ירוחם,831,30,497,319,10,309,3,9,14,2,0,0,0.0,2,0,49,9,79,16,92,3,0,1,0,0,0,0,1,1,1,2,0,2,23
ירוחם,831,40,582,336,7,329,15,21,31,1,1,1,0.0,1,0,20,4,66,17,82,2,1,1,1,0,0,0,0,0,2,0,0,1,61
ירוחם,831,50,631,382,10,372,23,55,23,1,0,0,0.0,1,0,10,9,97,25,77,4,1,2,0,0,0,0,0,0,0,0,0,0,44
ירוחם,831,60,541,354,5,349,25,52,16,1,0,0,0.0,1,1,8,0,16,40,137,8,0,1,4,1,0,0,0,0,0,1,0,0,37
ירוחם,831,70,577,343,10,333,10,3,19,0,0,0,0.0,1,1,21,24,85,13,107,2,0,1,4,1,0,0,0,1,1,0,1,0,38
ירוחם,831,80,646,435,8,427,43,34,13,1,0,1,0.0,2,0,30,4,34,30,147,16,0,2,4,1,0,0,0,0,1,3,0,1,60
ירוחם,831,90,700,451,7,444,28,45,8,0,0,0,0.0,7,0,16,0,21,45,185,8,0,7,2,0,0,0,0,0,0,3,0,0,69
ירוחם,831,100,546,303,11,292,5,9,17,1,0,0,0.0,0,0,25,16,78,16,70,3,0,2,2,1,0,1,0,0,0,2,0,1,43
גנות,836,10,274,213,0,213,47,2,1,0,0,0,0.0,0,0,45,0,4,0,87,23,0,0,0,0,0,0,0,0,0,0,0,0,4
עזריאל,837,10,336,266,4,262,5,23,50,0,0,0,0.0,5,0,4,0,4,0,147,2,1,5,0,0,0,0,0,0,0,1,0,0,15
פדיה,838,10,354,267,2,265,15,2,1,0,0,0,0.0,2,0,16,0,8,5,185,3,0,1,0,0,0,0,0,0,0,2,0,0,25
פתחיה,839,10,467,322,1,321,18,10,1,0,0,0,0.0,2,0,18,0,12,10,218,5,1,3,0,0,0,0,0,0,0,0,0,3,20
כיסופים,840,10,239,131,1,130,98,2,0,0,0,0,0.0,0,0,1,0,0,0,10,13,0,0,0,0,0,0,0,0,0,3,0,2,1
אלישמע,841,10,542,418,2,416,41,16,4,0,0,0,0.0,2,0,25,0,1,21,216,10,1,1,0,0,0,1,0,0,0,6,0,2,69
געש,842,10,474,343,0,343,110,0,0,0,3,0,0.0,0,0,10,1,1,0,8,198,1,0,0,0,0,0,0,0,0,10,0,0,1
מרגליות,843,10,245,153,0,153,24,5,2,0,0,0,0.0,0,0,2,0,7,0,60,35,0,0,0,0,0,0,0,0,0,4,0,2,12
נחל עוז,844,10,265,171,3,168,96,0,0,0,0,0,0.0,0,0,6,1,0,5,13,32,0,0,0,0,0,0,0,0,0,12,0,3,0
כפר עזה,845,10,499,366,1,365,191,2,0,0,1,1,0.0,1,0,25,0,5,3,18,84,3,0,0,0,0,0,0,0,0,27,0,2,2
שפר,846,10,194,135,0,135,12,3,1,0,0,0,0.0,1,0,2,0,0,6,80,3,2,3,1,0,0,0,0,0,0,6,0,0,15
בית רבן,848,10,127,94,0,94,0,38,1,0,0,0,0.0,0,0,0,0,9,0,18,0,0,1,0,0,0,0,0,0,0,1,0,0,26
דבירה,849,10,286,226,2,224,54,0,0,0,0,0,0.0,0,0,18,2,2,1,11,129,0,0,0,0,0,0,0,0,0,6,0,1,0
אחיטוב,850,10,528,346,2,344,72,7,0,0,0,0,0.0,1,0,51,1,9,2,181,5,0,0,0,0,0,0,0,0,0,3,0,0,12
ניצני עוז,851,10,475,352,3,349,86,1,1,0,0,0,0.0,1,0,52,0,4,3,150,15,2,4,0,0,0,0,0,0,0,10,0,3,17
גונן,852,10,339,198,1,197,90,0,0,0,1,0,0.0,0,0,30,0,7,0,12,44,0,0,0,0,0,0,0,0,0,12,0,1,0
גאליה,853,10,683,499,6,493,131,6,0,0,0,0,0.0,0,0,143,2,8,5,144,30,2,1,0,0,0,0,1,0,0,11,0,2,7
רחוב,854,10,229,150,3,147,2,22,6,0,0,0,0.0,0,0,1,0,1,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,26
שעלבים,856,10,408,340,1,339,5,170,41,0,0,0,0.0,0,0,2,4,41,0,17,0,1,19,0,0,0,0,0,0,0,0,0,2,37
שעלבים,856,20,589,540,0,540,4,344,44,0,0,0,0.0,0,0,0,11,56,0,17,0,0,28,0,0,0,0,0,0,0,0,0,1,35
כפר אביב,857,10,416,306,3,303,95,3,0,0,0,1,0.0,0,0,66,2,2,0,86,27,4,1,0,0,1,0,0,0,0,6,0,2,7
נווה ירק,858,10,606,478,4,474,164,5,2,0,0,0,0.0,0,0,133,0,1,6,104,41,2,0,0,0,0,3,0,0,0,11,0,2,0
כסלון,859,10,194,145,1,144,4,4,1,0,0,0,0.0,1,0,2,0,3,0,73,2,0,0,0,0,0,0,0,0,0,0,0,1,53
שדה אליעזר,861,10,388,265,4,261,58,8,6,0,1,0,0.0,2,0,28,0,9,3,118,13,2,1,0,0,0,0,0,0,0,7,0,0,5
גני יוחנן,862,10,371,260,1,259,62,1,0,0,0,0,0.0,0,0,37,0,2,6,112,12,2,3,0,0,0,0,0,0,0,7,0,1,14
גינתון,863,10,419,326,5,321,83,3,0,0,1,0,0.0,0,0,78,0,4,48,77,17,1,0,0,0,0,1,0,0,0,2,0,1,5
בקוע,864,10,373,272,3,269,42,30,1,0,1,0,0.0,2,0,3,0,2,6,123,1,4,8,0,0,0,0,0,0,0,2,0,1,43
שיבולים,865,10,229,180,1,179,2,54,7,0,0,0,0.0,0,0,2,0,8,2,84,4,0,1,0,0,0,0,0,0,0,0,0,0,15
יטבתה,866,10,567,347,3,344,189,3,0,0,3,0,0.0,0,0,32,2,2,7,23,69,1,1,0,0,0,1,0,0,0,9,0,1,1
אלוני יצחק,868,10,123,27,0,27,5,1,0,0,0,0,0.0,0,0,8,1,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,1,0
גבעת השלושה,870,10,386,290,1,289,194,1,0,0,0,0,0.0,2,0,13,0,1,5,28,32,0,0,0,0,0,0,0,0,0,6,0,6,1
עינת,871,10,456,370,1,369,194,1,0,0,1,0,0.0,0,0,67,0,0,3,34,46,1,0,0,0,0,0,0,0,0,17,0,4,1
גאולי תימן,872,10,278,200,0,200,33,22,0,0,0,0,0.0,0,0,8,0,7,5,116,0,0,0,0,0,0,0,0,0,0,1,0,2,6
שלווה,873,10,344,252,3,249,0,35,4,0,0,0,0.0,3,0,0,0,12,8,102,0,0,4,0,0,0,0,0,0,0,1,1,0,79
מגדל העמק,874,10,522,372,1,371,87,8,9,1,0,0,0.0,0,0,49,8,26,12,135,14,0,2,0,0,0,0,0,0,0,7,1,1,11
מגדל העמק,874,20,649,419,7,412,34,30,2,0,0,0,0.0,1,1,36,10,23,12,183,4,2,5,1,0,0,1,1,1,0,1,1,1,62
מגדל העמק,874,30,480,260,8,252,18,11,4,0,0,0,0.0,2,0,17,2,15,10,114,3,1,5,1,0,0,0,0,0,0,1,0,0,48
מגדל העמק,874,40,574,386,5,381,49,19,2,0,0,2,0.0,1,0,57,4,31,11,154,7,0,3,0,0,0,0,0,0,0,2,0,0,39
מגדל העמק,874,50,757,501,18,483,33,12,4,1,0,0,0.0,0,0,31,44,98,19,165,3,2,5,0,1,1,0,1,0,2,3,0,0,58
מגדל העמק,874,60,609,379,6,373,25,9,0,1,0,0,0.0,0,0,32,29,66,17,151,2,0,0,1,0,0,0,0,0,0,1,0,0,39
מגדל העמק,874,70,744,458,9,449,19,6,7,1,0,1,0.0,1,0,36,28,59,19,110,11,0,48,0,0,0,0,0,1,0,3,0,0,99
מגדל העמק,874,80,532,318,9,309,24,13,1,0,0,0,0.0,1,0,31,28,61,10,93,2,0,5,0,1,0,0,0,1,0,3,0,2,33
מגדל העמק,874,90,528,373,9,364,6,2,9,0,0,0,0.0,0,0,10,16,31,18,107,4,1,34,1,0,0,0,0,0,0,0,0,0,125
מגדל העמק,874,100,564,338,11,327,14,7,1,0,0,0,0.0,1,0,47,12,86,16,101,7,0,5,0,0,2,1,0,0,0,2,0,0,25
מגדל העמק,874,110,597,381,15,366,17,7,6,0,0,0,0.0,1,1,23,17,72,36,103,10,0,10,0,0,0,0,0,1,0,6,0,0,56
מגדל העמק,874,120,637,364,9,355,32,8,4,0,0,0,0.0,0,0,20,30,69,20,120,1,0,4,0,0,0,0,0,0,3,3,1,0,40
מגדל העמק,874,130,623,347,11,336,39,4,0,1,1,0,0.0,0,1,36,21,65,8,113,4,0,4,2,0,0,0,0,2,0,0,0,2,33
מגדל העמק,874,140,695,465,8,457,30,39,1,0,1,0,0.0,3,0,23,26,56,12,195,3,0,1,2,1,1,0,0,0,1,4,0,1,57
מגדל העמק,874,150,525,308,13,295,31,6,1,0,0,0,0.0,1,0,31,2,40,5,85,4,0,3,0,1,0,0,0,0,0,3,1,0,81
מגדל העמק,874,160,641,437,7,430,21,2,0,0,1,0,0.0,2,1,86,19,76,14,128,7,0,4,0,0,0,0,0,0,0,8,1,0,60
מגדל העמק,874,170,507,332,4,328,47,8,1,0,0,0,0.0,1,0,35,13,42,14,118,3,0,1,0,0,0,1,0,1,0,1,0,0,42
מגדל העמק,874,180,546,348,7,341,2,9,2,0,0,0,0.0,2,0,19,23,31,15,132,3,0,8,0,0,0,0,0,0,2,6,0,0,87
מגדל העמק,874,210,676,373,10,363,6,18,0,0,0,0,0.0,0,0,22,15,43,31,149,0,0,11,2,0,0,0,0,0,0,2,0,0,64
מגדל העמק,874,220,725,437,16,421,13,3,1,0,1,0,0.0,0,0,70,35,133,9,117,4,0,5,1,0,1,0,0,0,0,2,1,2,23
מגדל העמק,874,230,627,333,12,321,16,4,4,0,0,0,0.0,0,0,44,22,80,20,103,0,0,5,2,0,0,0,1,0,0,1,0,1,18
מגדל העמק,874,290,648,459,3,456,51,15,5,0,0,0,0.0,3,0,51,8,25,27,202,6,0,3,0,0,0,0,0,1,0,7,0,2,50
מגדל העמק,874,300,751,509,9,500,32,15,11,0,1,0,0.0,1,1,69,15,38,23,231,7,0,10,0,0,0,0,0,0,0,2,0,1,43
מגדל העמק,874,310,594,402,3,399,66,13,4,0,0,0,0.0,2,0,54,3,11,14,147,11,1,8,0,0,0,0,0,0,0,10,1,0,54
מגדל העמק,874,320,496,366,8,358,45,25,3,0,0,0,0.0,0,0,39,2,21,21,155,3,0,2,0,0,1,0,0,0,0,6,0,0,35
מגדל העמק,874,330,716,474,12,462,17,16,2,1,0,0,0.0,1,0,93,25,66,15,176,4,0,11,3,0,0,0,0,0,0,3,0,1,28
מגדל העמק,874,340,560,375,8,367,19,4,2,1,0,0,0.0,0,0,74,25,84,5,114,3,0,6,0,1,0,0,0,3,0,3,0,4,19
מגדל העמק,874,350,665,451,2,449,41,10,5,0,0,0,0.0,3,0,71,5,25,17,207,10,0,11,0,0,0,0,0,0,0,8,0,0,36
מגדל העמק,874,360,456,308,4,304,7,0,0,0,1,0,0.0,0,0,79,27,72,7,94,2,0,3,0,0,0,0,0,0,0,2,0,0,10
מגדל העמק,874,400,406,339,3,336,1,3,17,0,0,0,0.0,1,0,0,2,10,0,14,1,0,69,0,0,0,0,0,0,0,0,0,0,218
מגדל העמק,874,9510,542,339,6,333,18,8,1,0,0,0,0.0,4,0,61,13,53,18,124,3,0,5,0,0,0,0,0,1,0,1,0,1,22
בית חרות,877,10,432,330,3,327,174,2,0,0,0,1,0.0,0,0,54,2,0,1,21,57,2,0,0,0,0,1,0,0,0,3,0,8,1
עין שריד,880,10,706,516,4,512,74,10,80,0,0,0,0.0,1,0,63,0,7,10,178,47,1,1,2,0,0,0,0,0,0,10,0,4,24
רמת פנקס,883,10,440,312,3,309,22,23,6,0,0,0,0.0,1,0,13,0,5,6,134,3,3,10,0,0,0,0,0,0,0,1,0,2,80
שדה בוקר,885,10,362,245,0,245,122,5,0,0,1,0,0.0,0,0,13,6,2,3,17,60,1,1,0,0,1,0,0,0,0,11,0,2,0
"כפר הרי""ף",888,10,358,268,5,263,52,5,0,0,0,1,0.0,1,0,68,0,11,14,85,18,1,1,0,0,0,0,0,0,0,4,0,1,1
כפר חסידים ב',889,10,119,91,1,90,9,25,2,0,0,0,0.0,0,0,14,0,4,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
כפר הנוער הדתי,890,10,57,27,1,26,0,20,2,0,0,0,0.0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
עבדון,892,10,317,232,6,226,22,8,0,0,0,0,0.0,0,0,7,0,4,7,92,2,0,4,1,0,0,0,0,0,0,7,0,1,71
שבלי - אום אל-גנם,913,10,575,253,17,236,29,0,0,76,1,0,0.0,0,1,0,0,1,6,11,16,0,1,44,1,0,0,20,1,0,1,0,0,27
שבלי - אום אל-גנם,913,20,646,242,7,235,48,5,0,54,2,0,0.0,0,0,2,0,0,5,7,15,0,0,63,0,0,0,8,0,0,1,1,1,23
שבלי - אום אל-גנם,913,30,637,243,5,238,47,1,0,48,5,0,0.0,0,0,0,0,0,1,6,14,0,0,65,0,0,1,3,1,0,8,2,1,35
שבלי - אום אל-גנם,913,60,674,394,11,383,28,0,0,43,11,0,0.0,0,0,0,0,0,0,3,9,0,0,209,0,1,0,31,0,0,1,2,0,45
ישע,916,10,163,106,1,105,30,1,1,0,0,0,0.0,1,0,12,0,1,4,45,7,0,0,0,0,0,0,0,0,0,2,0,0,1
שגב,917,10,556,406,2,404,143,2,0,0,1,0,0.0,0,0,77,1,2,6,44,98,5,2,0,0,0,1,0,0,0,11,0,2,9
גבעת ישעיהו,919,10,219,144,2,142,28,2,2,0,0,0,0.0,0,0,21,0,2,3,50,24,0,2,0,0,0,0,0,0,0,1,0,0,7
שער מנשה,921,10,228,7,0,7,2,0,0,0,0,0,0.0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
רכסים,922,10,545,424,5,419,9,9,110,0,0,0,0.0,1,0,18,13,6,2,94,0,0,6,1,0,0,0,0,0,0,2,0,0,148
רכסים,922,20,768,630,4,626,35,32,191,0,0,0,0.0,1,0,28,1,8,2,121,4,0,2,1,0,0,0,0,0,0,2,0,0,198
רכסים,922,30,605,540,4,536,1,20,303,0,0,0,0.0,0,0,0,0,0,2,48,0,0,3,0,0,0,0,0,0,0,1,0,0,158
רכסים,922,40,664,581,5,576,10,2,262,0,0,0,0.0,3,0,10,1,2,2,58,3,0,3,0,0,0,0,0,0,0,1,0,0,219
רכסים,922,50,619,472,8,464,15,22,81,0,0,0,0.0,0,0,24,9,10,3,95,0,0,3,0,0,0,0,0,0,0,0,0,0,202
רכסים,922,60,623,556,3,553,12,0,267,0,0,1,0.0,0,0,34,7,15,0,26,2,0,2,0,1,0,0,0,0,0,3,0,0,183
נווה אבות,926,10,228,15,0,15,4,1,1,0,0,0,0.0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2
מסעודין אל-עזאזמה,939,10,618,206,7,199,3,0,0,16,3,0,0.0,0,0,1,0,0,13,1,2,1,0,147,0,0,0,0,0,3,0,3,2,4
מסעודין אל-עזאזמה,939,20,678,245,10,235,12,1,0,6,4,0,0.0,1,1,0,0,2,11,0,2,0,0,180,1,2,0,1,0,3,2,0,0,6
מסעודין אל-עזאזמה,939,30,649,266,6,260,4,0,0,22,3,0,0.0,0,1,0,0,0,17,0,7,0,1,196,0,0,0,1,0,2,1,1,1,3
מסעודין אל-עזאזמה,939,40,639,229,10,219,2,0,0,5,2,1,0.0,0,0,2,0,0,22,0,2,0,173,1,0,0,0,0,4,1,1,1,1,1
מסעודין אל-עזאזמה,939,50,650,279,7,272,4,0,1,12,5,1,0.0,0,1,0,1,0,18,0,1,0,1,215,0,0,1,2,0,3,1,0,0,5
סואעד )חמרייה()שב,942,10,93,30,0,30,7,0,0,2,3,0,0.0,0,0,0,0,2,1,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0
בסמת טבעון,944,10,777,314,10,304,104,1,0,34,17,0,0.0,0,0,1,5,0,5,2,15,0,0,101,0,0,0,8,2,0,2,0,1,6
בסמת טבעון,944,20,782,341,18,323,53,0,1,59,22,0,0.0,0,0,2,3,0,4,2,8,1,0,159,0,1,1,3,0,0,1,0,1,2
בסמת טבעון,944,30,723,458,15,443,114,0,0,29,15,0,0.0,0,0,0,1,1,6,65,16,0,0,189,0,0,0,3,2,2,0,0,0,0
בסמת טבעון,944,40,276,69,4,65,30,0,0,10,6,0,0.0,0,0,0,2,0,0,1,1,0,0,11,0,0,0,3,0,0,0,0,1,0
בסמת טבעון,944,50,780,336,10,326,126,0,1,35,13,0,0.0,0,1,1,16,0,13,3,17,1,1,66,0,0,2,20,1,1,2,1,1,4
הוזייל )שבט(,956,10,373,63,3,60,9,0,0,7,12,0,0.0,0,0,0,0,0,7,3,7,0,0,11,0,0,1,1,0,0,1,0,0,1
הוזייל )שבט(,956,20,302,148,0,148,37,0,0,27,26,0,0.0,0,0,0,0,0,1,0,22,0,0,32,0,0,0,2,0,1,0,0,0,0
עוקבי )בנו עוקבה(,957,10,199,103,2,101,14,0,0,12,26,0,0.0,0,0,1,0,0,1,1,5,0,0,16,0,0,0,1,0,0,0,0,0,24
אבו עבדון )שבט(,958,10,121,35,0,35,3,0,1,13,5,0,0.0,0,0,0,0,0,1,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0
אסד )שבט(,960,10,464,117,14,103,17,2,0,3,8,1,0.0,0,1,0,0,0,7,1,15,0,0,22,0,1,0,2,0,0,0,0,1,22
אבו רוקייק )שבט(,961,10,552,127,6,121,4,1,0,3,14,0,0.0,0,0,0,0,0,7,1,12,1,0,70,1,1,0,3,1,0,0,0,2,0
אבו רוקייק )שבט(,961,20,659,294,7,287,13,1,1,11,69,0,0.0,1,0,1,3,0,1,0,52,1,0,119,0,0,0,2,1,8,1,0,0,2
אבו רוקייק )שבט(,961,30,604,147,7,140,8,0,0,7,12,0,0.0,1,0,0,0,0,4,4,26,0,0,66,0,1,0,0,1,1,2,1,4,2
אבו רוקייק )שבט(,961,40,542,217,4,213,18,0,0,10,36,0,0.0,0,0,0,0,2,6,1,18,0,0,111,0,0,1,0,2,5,1,0,2,0
אבו רוקייק )שבט(,961,50,556,137,1,136,4,0,0,3,11,0,0.0,0,0,0,0,0,4,2,14,0,0,90,0,0,0,0,2,3,1,1,0,1
טובא-זנגריה,962,10,769,352,17,335,72,0,2,48,3,2,0.0,0,0,1,0,0,40,1,45,0,0,111,0,0,0,3,0,0,2,1,1,3
טובא-זנגריה,962,20,668,397,15,382,71,0,0,63,6,0,0.0,0,0,0,0,0,86,1,53,0,0,98,1,0,0,0,0,0,1,0,2,0
טובא-זנגריה,962,30,688,342,9,333,68,0,1,54,7,0,0.0,0,0,0,0,0,46,4,48,0,0,97,0,0,0,0,0,2,1,0,0,5
טובא-זנגריה,962,40,562,253,8,245,59,0,1,35,8,0,0.0,0,1,0,0,0,42,5,26,0,0,62,0,0,0,2,0,0,0,0,1,3
אעצם )שבט(,963,10,767,303,8,295,8,0,0,18,34,0,0.0,0,0,2,1,0,22,2,4,0,0,164,2,0,0,1,2,1,0,1,2,31
אעצם )שבט(,963,20,739,257,6,251,14,1,0,11,32,0,0.0,0,0,1,0,2,17,1,4,1,1,133,1,0,1,1,4,1,0,4,4,17
אעצם )שבט(,963,30,796,194,8,186,7,1,0,13,20,0,0.0,0,1,2,0,0,13,1,2,3,0,95,0,0,3,1,3,1,0,5,4,11
קודייראת א-צאנע)ש,964,10,423,144,5,139,9,0,0,12,5,1,0.0,0,0,0,4,0,29,0,3,0,2,68,1,0,1,1,2,1,0,0,0,0
קודייראת א-צאנע)ש,964,20,519,180,3,177,11,0,0,9,10,0,0.0,0,0,0,2,1,1,1,3,1,0,134,0,1,0,1,0,2,0,0,0,0
אטרש )שבט(,965,10,467,131,9,122,17,0,0,4,9,0,0.0,0,0,0,0,0,1,5,9,0,1,59,1,0,1,9,0,2,0,0,1,3
אטרש )שבט(,965,20,422,122,6,116,13,0,0,3,3,0,0.0,0,0,0,2,1,0,4,7,1,1,69,0,0,0,9,0,0,1,1,0,1
אבו רובייעה )שבט(,966,10,713,284,14,270,36,0,0,22,8,0,0.0,1,1,1,2,0,34,6,8,0,1,97,0,1,0,5,0,0,1,6,5,35
אבו רובייעה )שבט(,966,20,737,329,13,316,40,0,0,25,4,0,0.0,0,0,1,0,0,31,30,9,2,0,127,1,0,0,4,4,0,1,1,0,36
אבו רובייעה )שבט(,966,30,765,287,11,276,26,1,0,51,1,0,0.0,0,2,0,2,1,4,40,3,0,0,117,1,4,0,5,1,0,2,0,1,14
אבו ג'ווייעד )שבט,967,10,515,124,3,121,4,0,0,9,0,0,0.0,0,0,0,1,0,1,1,2,1,0,95,0,0,0,0,1,1,0,3,1,1
אבו ג'ווייעד )שבט,967,20,483,123,9,114,8,0,0,3,2,0,0.0,0,0,0,0,1,3,1,7,0,1,83,0,0,1,2,1,1,0,0,0,0
אבו קורינאת )שבט(,968,10,555,95,4,91,23,0,0,19,2,0,0.0,0,0,0,0,0,3,1,1,0,0,34,0,0,0,3,0,0,2,1,1,1
אבו קורינאת )שבט(,968,20,616,235,9,226,34,3,0,56,6,0,0.0,1,2,0,1,0,7,0,4,0,0,102,1,0,0,6,0,0,2,0,0,1
אבו קורינאת )שבט(,968,30,560,175,4,171,33,5,0,19,5,0,0.0,0,1,1,0,1,6,2,4,0,0,78,0,0,1,4,1,1,2,2,1,4
עטאוונה )שבט(,969,10,251,91,0,91,1,0,0,2,50,0,0.0,0,0,0,0,0,15,3,2,0,0,8,1,0,0,2,0,1,0,0,0,6
תראבין א-צאנע )שב,970,10,469,53,3,50,4,0,0,17,2,0,0.0,0,0,1,0,0,1,3,1,0,0,15,0,0,0,1,1,0,0,3,1,0
קוואעין )שבט(,972,10,308,140,4,136,6,0,0,1,71,1,0.0,0,0,0,0,0,2,2,0,0,0,28,0,0,0,0,0,0,2,0,0,23
זרזיר,975,10,409,131,8,123,24,0,0,0,6,0,0.0,0,0,1,16,1,6,10,5,0,0,11,0,0,1,12,0,1,1,0,0,28
זרזיר,975,20,426,161,10,151,44,0,0,20,2,0,0.0,0,1,1,10,0,7,5,10,0,0,43,0,1,0,0,0,0,0,0,0,7
זרזיר,975,30,682,399,15,384,91,0,0,52,6,0,0.0,1,0,4,23,0,105,1,6,0,0,61,1,0,0,1,1,0,0,0,0,31
זרזיר,975,40,480,150,4,146,43,0,0,13,4,0,0.0,0,0,0,10,0,4,6,15,1,0,35,0,0,0,0,0,0,1,0,0,14
זרזיר,975,50,569,245,11,234,51,0,0,26,4,0,0.0,0,0,0,6,0,5,57,14,0,0,57,0,0,0,0,0,0,1,1,0,12
זרזיר,975,60,407,216,8,208,38,0,0,29,1,1,0.0,0,0,1,19,0,8,9,17,0,1,71,0,0,0,0,0,0,0,0,0,13
ג'נאביב )שבט(,976,10,169,131,3,128,6,0,0,7,0,0,0.0,0,0,1,0,0,0,5,42,1,0,34,0,1,1,23,0,0,0,2,0,5
כעביה-טבאש-חג'אג',978,10,516,301,2,299,60,4,0,21,43,0,0.0,0,0,2,27,0,6,37,2,0,1,68,0,0,1,23,0,0,0,0,0,4
כעביה-טבאש-חג'אג',978,20,326,257,3,254,4,0,0,6,36,0,0.0,0,0,1,2,0,1,4,3,0,0,25,0,0,1,0,0,0,0,0,0,171
כעביה-טבאש-חג'אג',978,30,559,300,24,276,11,0,0,4,8,0,0.0,0,0,3,18,0,1,35,1,0,0,68,0,0,0,6,2,0,1,0,0,118
כעביה-טבאש-חג'אג',978,40,588,354,13,341,63,12,2,19,35,0,0.0,0,0,1,28,0,5,60,10,0,0,70,0,0,0,31,0,0,0,0,1,4
ח'ואלד )שבט(,986,10,151,50,0,50,4,0,0,7,12,0,0.0,0,0,0,0,0,0,7,4,0,0,15,0,0,0,0,0,0,0,0,1,0
סואעד )כמאנה( )שב,989,10,178,71,5,66,6,0,0,12,1,0,0.0,0,0,1,0,0,0,6,5,0,0,1,1,0,0,7,0,1,0,0,0,25
ראס עלי,990,10,211,138,3,135,18,1,1,35,4,0,0.0,0,1,1,0,0,0,36,1,0,0,37,0,0,0,0,0,0,0,0,0,0
חמאם,993,10,697,481,6,475,18,1,2,70,64,0,0.0,0,1,0,0,0,113,5,13,0,0,163,0,0,1,0,0,0,1,1,0,22
מנשית זבדה,994,10,415,235,6,229,24,0,0,49,3,0,0.0,0,0,3,0,0,6,1,14,1,0,126,0,0,0,1,0,0,1,0,0,0
רומת הייב,997,10,786,262,0,262,45,0,0,20,8,0,0.0,1,1,3,4,0,14,37,12,2,1,42,0,0,0,0,0,0,0,1,0,71
ביר אל-מכסור,998,10,656,286,7,279,76,1,0,64,17,0,0.0,1,0,0,1,0,4,43,7,0,2,35,1,1,0,23,0,0,1,0,1,1
ביר אל-מכסור,998,20,764,395,19,376,90,3,0,68,24,0,0.0,0,0,1,10,0,0,83,21,0,0,57,0,0,0,14,0,0,0,0,0,5
