שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ד,ו,ז,זך,זנ,ט,יש,כן,ל,ם,מחל,מרצ,נ,נץ,עם,ף,פה,צ,צף,ק,קך,קנ,קץ,רק,שס
ביתר עילית,3780,70,733,601,3,598,0,3,299,0,0,0,0.0,3,0,0,0,7,0,2,1,0,64,0,0,0,0,0,0,0,1,0,1,217
ביתר עילית,3780,80,794,666,2,664,0,5,371,0,0,0,0.0,3,0,0,0,4,0,2,0,0,48,0,0,0,0,0,0,0,0,0,0,231
ביתר עילית,3780,90,513,417,5,412,0,0,260,0,0,0,0.0,0,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,0,0,1,0,123
ביתר עילית,3780,100,722,607,14,593,0,2,415,0,0,0,0.0,2,0,0,0,2,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,149
ביתר עילית,3780,110,511,428,1,427,1,0,231,0,0,0,0.0,0,0,0,0,5,0,6,0,1,55,0,0,0,0,0,0,0,0,0,0,128
ביתר עילית,3780,150,736,646,8,638,0,0,435,0,0,0,0.0,0,0,0,0,3,0,6,0,0,37,0,0,0,0,0,0,0,0,0,0,157
קדר,3781,10,280,214,0,214,9,4,0,0,0,0,0.0,0,0,21,1,14,1,144,3,0,6,0,0,0,0,0,0,0,3,0,1,7
שמעה,3784,10,175,117,2,115,5,4,0,0,0,0,0.0,0,0,12,0,23,6,54,2,1,3,0,0,0,0,0,0,0,1,1,0,3
נעלה,3787,10,317,239,4,235,16,3,3,0,0,0,0.0,0,1,46,0,40,3,103,8,2,4,0,0,0,0,0,0,1,2,0,0,3
טלמון,3788,10,538,492,1,491,0,215,8,0,0,0,0.0,0,0,0,3,192,2,12,0,0,47,0,0,0,0,0,0,0,1,0,2,9
נופים,3790,10,289,195,2,193,3,6,0,0,0,0,0.0,0,0,9,0,44,0,101,0,0,12,0,0,0,0,0,0,0,4,0,0,14
צופים,3791,10,443,356,2,354,15,74,6,0,0,0,0.0,1,0,30,7,57,2,124,2,0,18,0,0,0,0,0,0,0,1,1,2,14
עופרים,3792,10,467,350,3,347,9,13,0,0,0,0,0.0,0,0,34,2,40,33,184,1,0,5,0,1,0,1,0,0,0,3,0,3,18
אבני חפץ,3793,10,327,288,4,284,1,88,5,0,0,0,0.0,2,0,0,0,97,0,20,0,0,14,0,0,0,0,0,0,0,0,0,0,57
בת עין,3794,10,272,204,2,202,0,10,9,0,0,0,0.0,1,0,0,11,33,0,10,1,0,104,0,0,0,0,0,0,0,1,0,1,21
רבבה,3795,10,235,220,3,217,0,99,1,0,0,0,0.0,0,0,0,1,88,1,8,0,0,11,0,0,0,0,0,0,0,0,0,0,8
מנורה,3796,10,637,543,3,540,140,9,4,0,0,0,0.0,0,0,141,1,14,5,132,74,2,2,0,0,0,0,0,0,0,6,0,7,3
מודיעין עילית,3797,10,483,454,2,452,0,59,48,0,0,0,0.0,3,0,0,2,37,1,18,0,0,36,0,0,0,1,0,0,0,0,0,0,247
מודיעין עילית,3797,20,576,532,0,532,0,6,416,0,0,0,0.0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,100
מודיעין עילית,3797,30,559,520,2,518,0,1,435,0,0,0,0.0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,75
מודיעין עילית,3797,40,672,589,6,583,0,0,493,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88
מודיעין עילית,3797,50,496,468,0,468,0,0,353,0,0,0,0.0,0,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,106
מודיעין עילית,3797,60,487,448,3,445,0,0,398,0,0,0,0.0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37
מודיעין עילית,3797,70,630,577,5,572,0,0,466,0,0,0,0.0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,98
מודיעין עילית,3797,80,682,562,15,547,0,0,448,0,0,0,0.0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,88
מודיעין עילית,3797,90,660,613,4,609,0,0,519,0,0,0,0.0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,85
מודיעין עילית,3797,100,482,448,2,446,0,0,380,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
מודיעין עילית,3797,110,786,734,5,729,0,1,544,0,0,0,0.0,0,0,2,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,171
מודיעין עילית,3797,120,545,514,5,509,0,1,465,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,39
מודיעין עילית,3797,130,506,474,6,468,0,0,340,0,0,0,0.0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,123
מודיעין עילית,3797,140,596,551,6,545,0,0,419,0,0,0,0.0,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,119
מודיעין עילית,3797,150,647,589,8,581,0,2,373,0,0,0,0.0,0,0,1,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,197
חיפה,4000,130,547,385,3,382,15,196,14,0,0,0,0.0,1,0,9,10,8,1,69,2,2,16,0,0,0,0,0,0,0,2,0,0,37
חיפה,4000,140,472,240,10,230,13,7,4,0,0,0,0.0,2,0,23,17,18,7,96,3,0,5,1,0,0,1,0,0,0,1,0,0,32
חיפה,4000,150,647,398,15,383,19,68,11,0,1,0,0.0,0,0,30,33,27,5,81,0,0,29,1,0,0,0,0,0,1,2,0,2,73
חיפה,4000,320,788,586,9,577,7,163,25,0,0,0,0.0,1,0,13,3,19,6,119,1,4,54,0,0,0,0,0,0,0,3,0,0,159
חיפה,4000,330,486,385,3,382,15,237,11,0,0,0,0.0,0,0,2,1,17,0,50,4,2,14,0,0,0,0,0,0,0,0,0,2,27
חיפה,4000,370,529,354,3,351,7,80,16,0,0,0,0.0,1,0,9,22,23,2,75,3,0,16,0,0,0,0,0,0,1,3,0,2,91
חיפה,4000,500,577,292,10,282,74,0,0,86,99,0,0.0,0,0,0,0,0,1,2,9,0,0,11,0,0,0,0,0,0,0,0,0,0
חיפה,4000,520,713,318,5,313,36,2,4,83,13,0,0.0,0,0,11,13,22,5,69,6,0,3,20,1,1,2,0,1,0,1,0,1,19
חיפה,4000,540,407,175,7,168,33,0,4,17,9,1,0.0,0,0,12,10,14,2,40,0,0,0,6,0,1,0,2,0,0,3,0,1,13
חיפה,4000,550,502,229,12,217,53,1,3,31,22,0,0.0,0,1,8,5,10,1,37,7,0,1,21,0,2,2,1,0,1,1,0,0,9
חיפה,4000,570,474,165,6,159,20,3,0,6,10,0,0.0,0,0,13,13,12,3,45,2,0,0,5,0,0,0,0,0,0,1,0,0,26
חיפה,4000,580,201,31,1,30,7,0,0,3,7,0,0.0,0,0,3,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3
חיפה,4000,710,699,423,10,413,124,1,0,118,96,0,0.0,0,0,8,1,1,3,30,17,0,0,7,0,0,0,1,1,1,1,1,1,1
חיפה,4000,720,416,196,5,191,68,0,1,52,32,0,0.0,0,0,3,2,6,2,13,5,0,2,1,0,0,0,1,0,0,0,0,0,3
חיפה,4000,740,564,171,0,171,31,1,1,33,28,0,0.0,0,0,6,0,2,8,37,6,0,2,1,0,0,0,2,1,0,2,0,1,9
חיפה,4000,750,771,394,16,378,87,0,1,118,130,0,0.0,0,1,1,1,2,4,9,5,0,0,14,0,0,0,1,0,0,3,0,1,0
חיפה,4000,770,623,352,5,347,124,0,0,81,118,1,0.0,0,0,0,0,0,2,3,10,0,0,2,0,0,1,2,0,0,1,0,0,2
חיפה,4000,790,445,248,5,243,64,0,0,54,98,0,0.0,0,0,0,0,0,0,7,5,0,0,4,0,0,0,11,0,0,0,0,0,0
חיפה,4000,800,556,307,13,294,96,0,0,62,102,0,0.0,0,1,0,0,0,4,4,15,0,0,3,0,0,0,1,0,1,1,0,0,4
חיפה,4000,810,703,393,9,384,92,1,0,73,128,0,0.0,5,0,4,2,1,6,11,27,0,0,21,0,0,2,6,0,1,0,0,1,3
חיפה,4000,830,485,265,4,261,79,1,1,73,71,0,0.0,0,0,7,1,3,0,8,8,0,0,5,0,0,1,0,0,0,1,0,0,2
חיפה,4000,850,625,385,12,373,71,7,3,19,42,0,0.0,0,0,48,39,34,1,85,13,0,0,0,0,1,1,0,0,0,3,0,0,6
חיפה,4000,860,567,288,5,283,76,6,0,52,55,0,0.0,0,1,15,1,7,7,44,6,1,0,3,1,0,0,0,0,0,4,1,0,3
חיפה,4000,870,778,491,13,478,108,1,4,83,58,0,0.0,1,1,30,76,24,3,57,17,0,0,4,0,0,1,0,2,3,2,0,0,3
חיפה,4000,880,518,270,3,267,66,0,1,75,49,0,0.0,0,1,10,8,7,1,34,11,1,0,0,0,0,1,1,0,0,0,0,0,1
חיפה,4000,890,564,347,7,340,68,5,1,27,29,1,0.0,1,0,46,35,29,4,76,9,0,0,0,0,0,0,0,0,2,2,1,0,4
חיפה,4000,900,297,134,5,129,33,0,0,55,16,0,0.0,0,0,0,0,0,3,5,3,0,0,9,0,0,0,0,0,0,0,0,1,4
חיפה,4000,930,610,385,8,377,98,10,0,1,0,1,0.0,0,0,77,9,18,13,129,12,2,0,0,0,0,0,1,0,0,1,0,0,5
חיפה,4000,960,569,343,3,340,58,4,4,25,11,0,0.0,0,0,33,4,18,3,136,16,0,0,2,0,0,0,0,0,1,3,0,1,21
חיפה,4000,1010,652,321,5,316,36,3,2,1,2,0,0.0,1,0,40,22,39,1,142,8,0,1,1,1,0,0,0,1,0,5,0,1,9
חיפה,4000,1200,570,345,7,338,62,3,5,9,1,0,0.0,0,0,47,18,38,10,115,13,0,2,0,0,1,0,0,0,1,4,0,1,8
חיפה,4000,1210,745,451,16,435,67,5,6,9,21,0,0.0,1,1,64,15,48,3,153,12,0,5,0,0,0,0,0,1,1,5,0,3,15
חיפה,4000,1220,645,401,11,390,29,35,17,2,8,1,0.0,0,0,56,37,68,5,101,4,1,3,0,0,0,0,0,0,1,1,0,1,20
חיפה,4000,1230,592,377,10,367,61,7,3,3,9,0,0.0,0,0,64,21,33,3,134,8,0,2,0,0,2,0,0,0,0,3,0,0,14
חיפה,4000,1240,654,426,11,415,84,9,5,18,15,0,0.0,0,0,43,40,35,1,116,16,0,2,1,0,0,0,1,0,0,1,0,1,27
חיפה,4000,1250,719,267,3,264,37,6,4,10,6,1,0.0,0,0,42,10,45,1,74,11,0,1,0,2,0,1,0,0,0,3,0,2,8
חיפה,4000,1260,676,435,6,429,77,12,2,3,2,0,0.0,1,0,55,21,26,8,165,19,2,3,1,0,0,0,1,0,2,2,1,0,26
חיפה,4000,1270,735,457,9,448,82,11,1,16,15,0,0.0,2,0,75,12,60,22,130,7,1,0,1,0,0,0,0,0,0,2,0,2,9
חיפה,4000,1280,661,360,13,347,53,10,1,1,4,2,0.0,2,0,63,15,44,7,123,5,0,1,0,0,0,0,0,1,0,3,1,0,11
חיפה,4000,1290,719,412,13,399,63,1,4,40,47,0,0.0,0,0,49,12,35,2,114,13,1,0,1,0,0,0,0,0,0,1,1,0,15
חיפה,4000,1300,756,387,11,376,73,4,3,6,3,0,0.0,1,0,60,16,31,9,135,11,0,1,0,0,0,0,0,0,0,3,0,1,19
חיפה,4000,1320,734,433,16,417,89,1,0,92,82,0,0.0,0,0,27,11,24,7,60,11,0,2,1,0,0,0,0,0,0,1,0,1,8
חיפה,4000,1330,772,477,18,459,58,5,2,3,5,0,0.0,1,0,76,37,57,16,154,16,1,3,0,0,1,0,0,0,0,3,0,1,20
חיפה,4000,1350,663,406,11,395,56,9,1,1,0,0,0.0,0,0,74,7,33,10,157,10,1,1,0,0,0,0,0,0,3,1,0,1,30
חיפה,4000,1360,680,395,14,381,69,6,2,0,1,0,0.0,0,0,55,27,22,13,143,8,0,5,0,0,1,0,0,0,2,0,0,2,25
חיפה,4000,1370,703,400,8,392,64,8,3,1,2,0,0.0,1,0,59,34,41,6,136,15,0,2,1,0,0,0,0,0,0,4,0,0,15
חיפה,4000,1390,627,358,8,350,70,5,5,2,0,0,0.0,0,0,66,16,35,5,130,3,0,1,0,0,0,0,0,0,0,3,0,1,8
חיפה,4000,1400,661,417,3,414,80,6,1,65,88,0,0.0,1,0,24,6,4,12,75,20,0,0,0,0,0,0,0,1,0,4,0,1,26
חיפה,4000,1410,700,389,12,377,52,3,1,1,2,1,0.0,1,0,49,43,57,2,108,15,0,3,2,0,2,0,2,0,0,3,0,1,29
חיפה,4000,1420,747,390,11,379,51,6,2,0,4,0,0.0,0,0,41,40,47,8,145,15,1,4,0,0,0,0,0,0,0,1,0,0,14
חיפה,4000,1430,667,282,5,277,43,4,4,0,2,0,0.0,0,0,56,35,28,6,63,23,1,2,0,0,0,0,0,0,0,5,0,5,0
חיפה,4000,1440,586,402,7,395,48,1,1,0,2,0,0.0,0,0,45,13,50,22,164,14,0,2,1,0,0,0,0,1,0,2,0,2,27
חיפה,4000,1450,610,343,10,333,54,2,1,0,1,0,0.0,1,0,50,9,14,8,133,16,0,8,0,0,0,0,0,0,2,5,1,2,26
חיפה,4000,1460,768,456,24,432,68,3,2,14,11,0,0.0,0,1,50,102,32,9,113,10,0,0,0,0,0,0,0,0,2,6,0,3,6
חיפה,4000,1470,518,294,8,286,48,2,1,25,48,0,0.0,0,0,25,6,38,6,63,9,0,0,2,0,0,0,0,0,2,0,0,0,11
חיפה,4000,1480,590,359,14,345,67,1,1,34,49,0,0.0,1,0,24,13,36,3,78,9,2,1,0,1,0,1,1,0,0,3,0,0,20
חיפה,4000,1490,628,394,3,391,75,6,0,0,0,0,0.0,0,0,73,8,26,15,149,15,1,2,1,0,0,0,0,1,0,5,0,3,11
חיפה,4000,1500,784,480,7,473,76,12,10,0,1,0,0.0,1,0,77,21,42,11,173,14,0,2,0,0,0,0,0,0,0,6,0,0,27
חיפה,4000,1510,700,415,8,407,37,3,0,0,0,0,0.0,0,0,56,15,35,25,194,6,0,3,0,0,0,0,0,0,0,9,0,2,22
חיפה,4000,1520,653,391,6,385,22,5,2,0,0,1,0.0,4,3,25,25,28,20,190,4,1,4,0,0,0,0,0,2,0,2,0,1,46
חיפה,4000,1530,549,308,8,300,22,5,2,0,2,0,0.0,1,0,25,43,17,16,125,7,0,1,0,0,0,0,1,1,1,2,1,0,28
חיפה,4000,1540,697,395,8,387,28,4,1,1,0,0,0.0,0,0,36,32,38,6,203,9,0,4,0,0,0,0,0,0,0,1,0,1,23
חיפה,4000,1550,667,360,9,351,42,4,1,1,2,0,0.0,0,1,50,22,35,11,144,12,0,3,0,0,0,0,0,0,2,2,0,0,19
חיפה,4000,1560,723,421,13,408,50,1,1,0,0,0,0.0,1,0,38,21,42,12,211,6,0,1,0,0,1,0,0,0,0,3,0,0,20
חיפה,4000,1570,824,486,11,475,58,8,1,1,0,0,0.0,2,0,49,25,40,25,213,14,0,0,0,0,3,0,0,1,1,3,0,3,28
חיפה,4000,1580,672,347,9,338,27,5,0,0,0,0,0.0,0,1,54,19,40,15,138,4,0,5,0,0,0,0,1,0,0,2,0,2,25
חיפה,4000,1590,778,446,10,436,80,3,4,2,1,0,0.0,0,0,77,29,36,9,153,12,0,3,1,0,0,0,0,0,0,0,0,2,24
חיפה,4000,1600,728,410,7,403,43,5,5,0,0,0,0.0,1,1,54,29,41,16,162,9,1,1,0,1,1,0,0,0,1,1,0,0,31
חיפה,4000,1610,673,360,10,350,44,8,2,0,0,1,0.0,0,0,43,29,40,11,126,14,1,0,1,0,0,0,0,1,0,3,0,0,26
חיפה,4000,1620,596,361,13,348,39,5,1,1,1,1,0.0,0,0,39,29,40,8,140,4,2,1,0,0,0,0,0,0,0,7,2,5,23
חיפה,4000,1630,603,401,8,393,40,4,3,0,0,0,0.0,0,0,54,30,35,21,153,9,2,0,0,0,1,0,0,0,0,5,0,0,36
חיפה,4000,1640,624,383,10,373,24,1,1,0,0,0,0.0,1,0,51,49,42,8,173,3,0,4,1,0,0,0,0,0,0,2,0,0,13
חיפה,4000,1650,569,264,5,259,27,3,2,1,0,0,0.0,0,0,40,13,29,5,100,3,0,0,0,0,0,0,0,0,0,4,0,0,32
חיפה,4000,1660,729,484,9,475,65,4,2,1,0,0,0.0,1,0,66,24,64,8,198,7,1,5,0,1,0,0,0,0,0,9,0,2,17
חיפה,4000,1670,739,419,8,411,45,8,2,0,0,0,0.0,1,0,35,14,45,24,170,6,0,4,1,0,0,0,0,0,0,4,0,1,51
חיפה,4000,1680,697,453,10,443,40,6,4,0,0,0,0.0,0,0,81,46,73,6,166,5,0,0,0,0,0,0,0,0,0,1,0,0,15
חיפה,4000,1690,708,562,4,558,186,20,2,0,2,0,0.0,1,1,116,1,8,2,145,50,0,2,0,0,0,0,0,0,0,13,1,1,7
חיפה,4000,1700,688,468,2,466,148,43,3,0,3,0,0.0,0,0,83,11,10,4,97,41,1,4,0,0,0,0,0,0,0,11,0,4,3
חיפה,4000,1710,737,555,1,554,167,8,4,0,1,0,0.0,0,0,139,1,4,10,144,56,2,1,0,0,0,1,0,0,0,10,0,5,1
חיפה,4000,1720,598,416,2,414,116,25,6,0,0,0,0.0,2,0,88,5,11,6,96,47,1,0,0,0,0,0,0,0,0,7,0,1,3
חיפה,4000,1730,735,537,4,533,177,1,1,0,1,0,0.0,0,0,147,1,7,5,129,44,0,2,0,0,0,0,0,0,0,14,0,4,0
חיפה,4000,1740,570,398,3,395,131,2,0,0,0,0,0.0,0,0,96,0,5,3,110,37,1,2,0,0,1,0,0,0,0,5,0,0,2
חיפה,4000,1750,628,524,3,521,190,1,0,0,3,0,0.0,0,0,103,2,4,8,127,56,1,0,0,0,0,0,1,0,0,13,0,6,6
חיפה,4000,1760,689,462,3,459,139,23,4,0,2,0,0.0,0,0,98,1,7,7,91,72,0,2,2,0,0,1,0,0,0,7,0,3,0
חיפה,4000,1770,706,520,4,516,161,5,3,0,0,0,0.0,1,0,147,2,4,7,141,28,2,0,0,0,0,0,0,0,0,11,0,1,3
חיפה,4000,1780,685,476,14,462,174,24,3,1,3,0,0.0,0,0,60,5,3,23,107,46,2,3,0,0,0,1,0,0,0,4,0,1,2
חיפה,4000,1790,424,321,2,319,101,12,0,0,0,0,0.0,0,0,71,2,4,2,83,36,0,0,0,0,0,0,0,0,0,6,0,0,2
חיפה,4000,1800,786,460,14,446,101,7,1,0,0,0,0.0,0,0,86,16,34,7,155,24,0,2,0,0,0,1,0,0,0,6,0,2,4
חיפה,4000,1810,677,484,2,482,139,38,0,0,0,0,0.0,0,0,104,3,7,3,114,61,1,1,0,0,0,0,0,0,0,8,0,3,0
חיפה,4000,1820,609,384,9,375,118,34,3,0,0,0,0.0,0,0,68,6,7,0,85,43,0,3,0,0,0,0,0,0,0,3,0,2,3
חיפה,4000,1830,668,425,1,424,130,24,6,0,0,0,0.0,0,0,84,5,12,1,112,36,1,1,0,0,0,0,0,0,0,7,0,0,5
חיפה,4000,1840,677,488,5,483,169,8,3,0,0,0,0.0,0,0,113,7,13,7,99,42,1,0,0,0,0,0,0,0,1,16,0,2,2
חיפה,4000,1850,704,520,10,510,158,13,2,1,1,0,0.0,0,0,123,6,14,6,125,43,0,1,0,0,0,0,0,0,0,9,4,4,0
חיפה,4000,1860,765,537,7,530,175,14,0,0,2,0,0.0,0,0,117,16,23,8,127,37,2,1,0,0,0,2,0,0,0,4,0,1,1
חיפה,4000,1870,716,502,1,501,162,21,0,0,2,0,0.0,0,0,101,3,17,8,128,34,2,2,0,1,0,0,0,0,0,10,0,4,6
חיפה,4000,1880,756,535,6,529,167,24,1,0,0,0,0.0,0,0,121,0,9,15,141,36,0,1,0,0,0,0,0,0,0,9,0,0,5
חיפה,4000,1890,793,566,5,561,204,7,0,1,2,0,0.0,0,0,123,0,15,1,142,51,1,1,0,0,0,0,0,0,0,8,0,3,2
חיפה,4000,1900,758,578,0,578,196,1,0,0,0,0,0.0,0,0,143,3,14,9,140,49,1,1,0,0,0,0,0,0,0,13,2,2,4
חיפה,4000,1910,695,490,5,485,120,30,2,0,2,0,0.0,0,0,115,9,10,5,124,52,0,2,0,0,0,0,0,0,0,6,0,5,3
חיפה,4000,1920,724,504,6,498,137,52,1,0,3,0,0.0,0,0,90,2,15,7,135,39,1,0,2,0,0,0,0,0,0,7,0,3,4
חיפה,4000,1930,607,388,2,386,130,31,2,0,1,0,0.0,0,0,64,5,9,4,88,43,1,5,0,0,0,0,0,0,0,2,0,1,0
חיפה,4000,1940,524,358,3,355,99,14,0,0,0,0,0.0,0,0,89,2,6,6,80,42,1,0,0,0,0,0,0,0,0,9,0,3,4
חיפה,4000,1950,725,480,10,470,145,20,1,0,1,0,0.0,0,0,96,7,23,4,125,30,0,6,0,0,0,0,0,0,0,6,0,1,5
חיפה,4000,1960,817,513,12,501,152,50,9,0,2,1,0.0,0,0,88,3,18,2,121,40,0,4,1,0,0,0,0,0,0,6,0,0,4
חיפה,4000,1970,716,499,10,489,146,22,1,0,1,0,0.0,0,0,100,1,14,6,147,29,2,1,0,0,0,0,1,0,0,12,0,4,2
חיפה,4000,1980,678,352,11,341,68,6,0,0,0,0,0.0,0,0,80,30,39,4,83,16,1,2,0,0,0,0,0,0,0,5,1,0,6
חיפה,4000,1990,819,547,5,542,151,48,4,0,2,0,0.0,0,1,107,5,10,9,115,63,1,3,0,0,0,0,0,0,0,12,0,5,6
חיפה,4000,2000,782,530,5,525,185,6,0,0,2,0,0.0,0,0,107,10,8,5,139,48,2,2,1,0,0,0,0,0,0,2,0,4,4
חיפה,4000,2010,619,425,2,423,121,17,1,0,0,0,0.0,0,0,74,0,5,12,140,34,2,0,0,0,0,0,0,1,0,10,0,6,0
חיפה,4000,2020,442,313,4,309,113,6,1,0,0,0,0.0,0,0,55,3,3,3,65,50,1,2,0,0,0,1,0,0,0,5,0,1,0
חיפה,4000,2030,639,367,7,360,108,6,4,3,1,0,0.0,0,0,70,4,11,6,106,26,0,0,0,0,0,0,0,0,0,6,0,3,6
חיפה,4000,2040,477,260,3,257,71,4,1,0,0,0,0.0,0,0,51,7,9,7,62,39,0,0,0,0,0,1,0,0,0,2,0,2,1
חיפה,4000,2050,496,285,3,282,91,4,2,0,1,0,0.0,0,0,51,1,7,2,87,28,0,1,0,0,0,1,0,0,0,5,0,0,1
חיפה,4000,2060,680,428,4,424,121,12,4,1,1,0,0.0,0,0,76,5,11,3,113,58,2,2,0,0,0,1,1,1,0,4,0,4,4
חיפה,4000,2070,599,423,1,422,104,19,9,2,4,0,0.0,0,0,88,0,15,12,109,42,0,2,0,0,0,0,0,0,0,12,0,2,2
חיפה,4000,2080,657,381,2,379,98,8,2,0,1,0,0.0,0,0,72,11,20,3,106,40,0,0,0,0,0,0,0,0,0,9,0,1,8
חיפה,4000,2090,723,468,6,462,158,25,2,0,0,0,0.0,0,0,67,6,12,2,124,47,2,5,0,0,0,0,0,0,0,6,0,1,5
חיפה,4000,2100,554,327,6,321,107,18,2,1,0,0,0.0,0,0,66,6,5,4,72,32,0,0,0,0,0,0,0,0,0,7,0,1,0
חיפה,4000,2110,723,479,3,476,167,13,2,0,1,0,0.0,0,0,99,2,9,3,107,56,1,3,0,0,0,1,0,0,0,8,0,3,1
חיפה,4000,2120,619,415,7,408,124,4,2,1,6,0,0.0,2,0,84,4,6,3,98,63,0,1,0,0,0,0,0,0,0,4,1,1,4
חיפה,4000,2130,761,521,2,519,186,5,1,0,1,0,0.0,0,0,93,0,5,3,125,81,2,1,0,0,0,0,0,1,0,10,0,5,0
חיפה,4000,2140,611,397,2,395,144,8,1,0,0,0,0.0,0,0,82,2,11,5,86,41,0,1,0,0,0,0,0,0,0,11,1,0,2
חיפה,4000,2150,687,428,4,424,151,5,3,0,2,0,0.0,0,0,77,4,5,9,113,44,0,0,0,0,0,1,0,0,0,5,0,3,2
חיפה,4000,2160,720,482,7,475,150,5,2,0,5,0,0.0,0,0,106,8,5,8,110,64,0,3,1,0,0,0,0,0,0,4,0,3,1
חיפה,4000,2170,746,500,7,493,176,2,0,10,12,0,0.0,0,0,98,2,8,3,110,56,0,0,0,0,0,0,0,0,1,9,0,5,1
חיפה,4000,2180,713,510,18,492,70,0,0,181,139,0,0.0,0,0,29,1,9,0,21,23,0,2,5,0,0,0,10,0,0,2,0,0,0
חיפה,4000,2190,784,545,2,543,141,9,0,0,0,0,0.0,0,0,135,0,4,10,198,25,1,1,0,0,0,0,0,0,0,7,0,6,6
חיפה,4000,2200,677,447,4,443,177,2,3,0,1,0,0.0,0,0,80,4,11,6,109,36,2,1,0,0,0,1,0,0,0,9,0,0,1
חיפה,4000,2210,524,362,3,359,122,11,1,3,2,0,0.0,0,0,62,9,13,4,97,21,0,0,0,0,0,0,0,0,0,5,0,4,5
חיפה,4000,2220,639,392,1,391,140,7,1,0,4,0,0.0,0,0,67,5,10,6,99,37,1,2,0,0,0,0,0,0,0,7,0,2,3
חיפה,4000,2230,534,319,5,314,96,5,6,1,0,0,0.0,1,0,61,3,5,6,84,32,1,3,0,0,0,2,0,0,0,3,0,0,5
חיפה,4000,2240,648,402,5,397,125,7,2,0,4,0,0.0,0,1,68,2,12,8,82,71,1,3,0,0,0,2,0,0,0,5,0,3,1
חיפה,4000,2250,736,475,4,471,141,10,0,1,2,0,0.0,0,0,90,6,10,2,156,43,0,1,0,0,0,0,0,0,0,3,0,2,4
חיפה,4000,2260,636,420,10,410,118,8,0,0,5,6,0.0,0,0,89,4,13,6,118,33,1,1,0,0,0,0,0,0,0,2,0,3,3
חיפה,4000,2270,721,345,4,341,39,2,7,0,0,0,0.0,0,0,50,28,46,10,126,9,0,4,0,0,0,1,0,0,0,6,0,0,13
חיפה,4000,2280,672,329,6,323,45,7,2,0,1,0,0.0,0,0,52,38,49,3,93,11,0,4,0,0,0,0,0,0,0,5,0,2,11
חיפה,4000,2290,725,373,0,373,79,0,0,1,0,0,0.0,0,0,54,24,43,12,128,8,0,2,1,0,2,0,0,0,0,1,0,1,17
חיפה,4000,2300,718,443,4,439,118,5,3,0,2,0,0.0,1,0,73,8,20,9,146,38,0,2,0,0,0,0,0,0,0,2,0,1,11
חיפה,4000,2310,744,512,7,505,121,5,2,3,0,0,0.0,0,0,86,2,17,11,200,28,4,0,0,0,0,0,0,0,0,8,0,6,12
חיפה,4000,2320,687,478,9,469,149,6,1,5,0,0,0.0,0,0,77,0,10,8,158,33,1,4,0,0,0,0,0,0,0,5,0,3,9
חיפה,4000,2330,583,347,5,342,115,3,0,3,2,0,0.0,0,0,61,3,7,12,93,30,0,0,0,0,0,0,0,0,0,9,1,1,2
חיפה,4000,2340,639,407,8,399,88,4,0,60,58,0,0.0,0,0,47,6,8,9,75,33,0,3,1,0,0,0,0,0,0,5,0,1,1
חיפה,4000,2350,529,376,2,374,135,5,3,0,0,0,0.0,1,0,72,4,3,13,94,27,1,1,0,0,0,0,0,0,0,8,0,3,4
חיפה,4000,2360,597,399,8,391,120,4,2,0,4,0,0.0,0,0,85,8,10,4,107,36,1,1,1,0,0,1,0,0,0,4,0,1,2
חיפה,4000,2370,756,364,9,355,51,1,0,0,0,0,0.0,0,0,44,26,57,12,135,11,0,2,0,0,0,0,0,1,0,1,1,1,12
חיפה,4000,2380,572,343,20,323,81,8,1,2,0,0,0.0,0,0,35,7,4,18,136,9,0,1,0,0,0,0,0,2,0,3,0,1,15
חיפה,4000,2390,553,370,9,361,105,6,0,3,7,0,0.0,0,0,62,5,11,14,117,14,1,2,0,0,2,0,0,0,0,2,0,2,8
